property_name,link,society,price,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id,latitude,longitude,locality,price_per_sqft
"3BHK  3Baths Flat/Apartment for Sale in BPTP Spacio, Sector 37D, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-spacio-sector-37d-gurgaon-1303-sq-ft-spid-C90116248,BPTP Spacio,2.15 Crore,1303,Super Built-up area 1303(121.05 sq.m.)  sqft,3,3,3+ Balconies,Study Room,Sector 37D Gurgaon,7,North-East,1 to 5 Year Old,"['Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Sunrise University', 'Delhi Jaipur Highway', 'Suncity School', 'Sethi Hospital', 'Gurugram Road', 'Gurgaon Railway Station', 'Infinity Business Park']","Bptp spacio is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 37d gurgaon is your opportunity to be a part of this community. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1303 sq.Ft. The flat has a total of 19 floors and this property is situated on 5th floor. This 1-5 years old property is available for immediate possession as the project is ready to move.","['2 Wardrobe', 'Fan', '2 Geyser', 'Light', '1 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Construction: 3.6 out of 5', 'Amenities: 3.9 out of 5', 'Management: 3.6 out of 5', 'Connectivity: 3.6 out of 5', 'Green Area: 3.8 out of 5']",C90116248,28.447044444444444,76.98153333333333,Gurgaon,"12,663"
"2BHK  2Baths Flat/Apartment for Sale in Ramprastha The Edge Towers, Sector 37D, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-the-edge-towers-sector-37d-gurgaon-1380-sq-ft-spid-C90217654,Ramprastha The Edge Towers,1.2 Crore,1380,Super Built-up area 1380(128.21 sq.m.)Carpet area: 1300 sqft (120.77 sq.m.)  sqft,2,2,3 Balconies,Pooja Room,Sector 37D Gurgaon,7,North-East,1 to 5 Year Old,"['Dwarka Expressway', 'Euro International School', 'Narayana Junior College', 'The Esplanade Mall', 'Aboard Offices Complex', 'Yashroop Hospital', 'Holiday Inn Hotel', 'Gurugram Railway Station', 'Indira Gandhi International Airport']","This property faces the north-East direction. The flat is over 1380 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. This flat lies on the 7th level of a 19 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The flat comes well built with wood flooring options. Proximity to landmarks like close to metro station, close to school and close to hospital makes this an ideal property for families. Many of the modern amenities being offered, like swimming pool, fitness centre / gym, club house, park, shopping centre, cctv surveillance, lift(s), water softening plant and security guard, will provide a pleasant living experience for you.","['3 Wardrobe', 'Fan', '2 Geyser', 'Light', '1 Chimney', '3 AC', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Vaastu Compliant', 'High Ceiling Height', 'False Ceiling Lighting', 'Recently Renovated', 'Piped-gas']","['Connectivity: 3.9 out of 5', 'Lifestyle: 3.8 out of 5', 'Safety: 3.8 out of 5', 'Green Area: 3.8 out of 5']",C90217654,28.4471912,76.96924320000001,Gurgaon,"8,695"
"3BHK  3Baths Flat/Apartment for Sale in Vipul Lavanya, Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vipul-lavanya-sector-81-gurgaon-1530-sq-ft-spid-C90244880,Vipul Lavanya,1.39 Crore,1530,Super Built-up area 1530(142.14 sq.m.)Carpet area: 1100 sqft (102.19 sq.m.)  sqft,3,3,3 Balconies,Pooja Room,Sector 81 Gurgaon,12,North,5 to 10 Year Old,"['Manesar Road', 'Sh. S. N. Sidheshwar Sr. Sec. Public', 'Fortis Hospital', 'Town Square 2', 'Manesar Golf Course', 'Nakhrola Stadium', 'Singhania University', 'AapnoGhar', 'Garhi Harsaru Junction', 'Kaara', 'Unitech Business Park', 'Millennium City Centre Gurugram', 'Indira Gandhi International Airport']",Corner unit sun facing north exit semifinished flat keys in hand any time visit basement covered parking all facilities complex 3 kilometres area mall school and hospital available all facilities clubhouse,"['3 Wardrobe', 'Fan', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', 'Light', '1 Chimney', '2 AC', '1 Modular Kitchen', '1 Curtains', 'No Bed', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Construction: 3.3 out of 5', 'Amenities: 3.7 out of 5', 'Management: 3.3 out of 5', 'Connectivity: 3.3 out of 5', 'Green Area: 3.8 out of 5']",C90244880,28.38722780700484,76.9406343379358,Gurgaon,"9,084"
"2BHK  2Baths Flat/Apartment for Sale in Emaar Digihomes, Sector 62, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-emaar-digihomes-sector-62-gurgaon-1508-sq-ft-spid-C90325674,Emaar Digihomes,3.35 Crore,1508,Super Built-up area 1508.26(140.12 sq.m.)Built-up area: 1250 sqft (116.13 sq.m.)Carpet area: 943.8 sqft (87.68 sq.m.)  sqft,2,2,2 Balconies,Pooja Room,Sector 62 Gurgaon,3,North,1 to 5 Year Old,"['Sector 55-56 Metro Station', 'Paras Trinity Mall', 'Badshahpur Sohna Road Highway', 'Heritage Xperiential Learning School', 'ICFAI Business School (IBS)', 'Marengo Asia Hospitals', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'AIPL Business Club', 'Lemon Tree Hotel', 'De Adventure Park', 'TERI Golf Course', 'Tau DeviLal Sports Complex']","Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1508 sq.Ft. This flat lies on the 3rd level of a 32 storey building. This is a ready to move project and the property is 1-5 years old. The marble flooring of this flat is beautifully designed and helps to give it a pleasing look. Another plus point for this is that it is situated near close to school, close to hospital and close to market. Many of the modern amenities being offered, like swimming pool, fitness centre / gym, club house, cctv surveillance, maintenance staff, visitor parking, park and lift(s), will provide a pleasant living experience for you.","['2 Wardrobe', 'Fan', '2 Geyser', 'Light', '1 Modular Kitchen', '1 Chimney', '3 AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity: 3.8 out of 5', 'Lifestyle: 3.8 out of 5', 'Safety: 3.6 out of 5', 'Green Area: 3.6 out of 5']",C90325674,28.403972222222222,77.08562777777777,Gurgaon,"22,211"
"4BHK  6Baths Flat/Apartment for Sale in Unitech Escape, Nirvana Country, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-3007-sq-ft-spid-C90331076,Unitech Escape,5.12 Crore,3007,Super Built-up area 3007(279.36 sq.m.)Carpet area: 2985 sqft (277.32 sq.m.)  sqft,4,6,3+ Balconies,"Servant Room,Others",Nirvana Country,G,West,10+ Year Old,"['St Xavier High School', 'M3M IFC', 'Sohna Road', 'Park Hospital', 'Radisson Hotel Gurugram', 'Gurugram University', 'Airia Mall', 'Sector 55-56 Metro Station', 'SkyJumper Trampoline Park', 'Faridabad Gurgaon Road', 'IGI Airport']","This property faces the west direction. Containing 4 bedroom(s), 6 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 3007 sq.Ft. The flat has a total of 19 floors and this property is situated on ground floor. As the project is already ready to move, so you can easily move into this 10+ years old property. The flat comes well built with wood flooring options. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, fitness centre / gym, club house, park, lift(s), security guard and maintenance staff. An uninterrupted supply of clean water provides a hassle-Free experience for the residents.",[],"['Power Back-up', 'Vaastu Compliant']","['Construction: 3.1 out of 5', 'Amenities: 3.6 out of 5', 'Management: 3.3 out of 5', 'Connectivity: 3.8 out of 5', 'Green Area: 3.6 out of 5']",C90331076,28.40838879644662,77.05974627100358,Gurgaon,"17,026"
"4BHK  4Baths Flat/Apartment for Sale in Vatika Seven Elements, Sector 89 A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-vatika-seven-elements-sector-89-a-gurgaon-2505-sq-ft-spid-C90359382,Vatika Seven Elements,2.55 Crore,2505,Super Built-up area 2505(232.72 sq.m.)  sqft,4,4,3 Balconies,"Pooja Room,Servant Room",Sector 89 A Gurgaon,4,West,0 to 1 Year Old,"['Dwarka Expy', 'Newtown Square Mall', 'Euro International School', 'Shri Balaji’s Multispeciality Hospital', 'SGT University', 'Farrukh Nagar Railway Station', 'Indira Gandhi International Airport', 'Millennium City Centre Gurugram', 'AapnoGhar', 'AS Business Park', 'Manesar Golf Course', 'Nakhrola Stadium', 'Holiday Inn Gurugram Sector 90']","The flat is facing the west direction. Constructed on a super built up area of 2505 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and 3 balconies. This flat lies on the 4th level of a 8 storey building. This is a ready to move project and the property is 0-1 year old. The floor of this flat is beautifully designed using wood flooring, giving the flat an alluring look. Another plus point for this is that it is situated near close to school, close to mall, close to highway and close to market. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house, grocery shop, cctv surveillance, lift(s), security guard, maintenance staff, visitor parking and park.","['1 Wardrobe', 'Fan', '1 Stove', 'Light', '6 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Vaastu Compliant']","['Connectivity: 3.9 out of 5', 'Lifestyle: 3.8 out of 5', 'Safety: 3.8 out of 5', 'Green Area: 3.8 out of 5']",C90359382,28.426740972222223,76.9418,Gurgaon,"10,179"
"3BHK  3Baths Flat/Apartment for Sale in DLF The Skycourt, Sector 86, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1931-sq-ft-spid-C90422720,DLF The Skycourt,2.35 Crore,1931,Super Built-up area 1931.03(179.4 sq.m.)  sqft,3,3,3 Balconies,"Pooja Room,Servant Room",Sector 86 Gurgaon,7,North-East,0 to 1 Year Old,"['Holiday Inn Hotel Sector 90', 'Rao Bharat Singh International School', 'Aarvy Healthcare', 'Nakhrola stadium', 'Imt Manesar', 'Sapphire 83 Mall', 'Garhi Harsaru Junction', 'NH-8, Imt Manesar', 'Nsg Golf Course', 'DPG Institute of Technology', 'Indira Gandhi International Airport']","This property faces the north-East direction. The flat is over 1931 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The property is located on the 7th floor of a 19 floors tall building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The flat comes well built with marble flooring options. Dlf the skycourt is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house, park, shopping centre, cctv surveillance, lift(s), water softening plant, maintenance staff, visitor parking and security guard.","['5 AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden', 'Centrally Air Conditioned', 'Corner Property', 'Power Back-up', 'Vaastu Compliant', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'Piped-gas', 'Recently Renovated']","['Construction: 3.9 out of 5', 'Amenities: 4.1 out of 5', 'Management: 3.9 out of 5', 'Connectivity: 3.7 out of 5', 'Green Area: 3.9 out of 5']",C90422720,28.398949399722223,76.93676809972223,Gurgaon,"12,169"
"2BHK  2Baths Flat/Apartment for Sale in Krisumi Waterfall Residences, Sector 36A, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-krisumi-waterfall-residences-sector-36a-gurgaon-1448-sq-ft-spid-C90562514,Krisumi Waterfall Residences,3 Crore,1448,Super Built-up area 1448(134.52 sq.m.)Built-up area: 850 sqft (78.97 sq.m.)Carpet area: 720.76 sqft (66.96 sq.m.)  sqft,2,2,3 Balconies,"Pooja Room,Servant Room",Sector 36A Gurgaon,18,East,1 to 5 Year Old,"['Dwarka Expressway', 'Vatika Business Centre', 'Sector 86 Rd', 'Sapphire 83', 'AapnoGhar Amusement Park', 'Holiday Inn Gurugram Sector 90', 'St. Xaviers High School', 'Kathuria Hospital', 'Gurugram University', 'Gurgaon Railway Station', 'Indira Gandhi International Airport']","This property faces the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1448 sq.Ft. The residential building has 34 floors in total and the flat for sale is located on the 18th floor. This is a ready to move project and the property is 1-5 years old. The wood flooring of this flat is beautifully designed and helps to give it a pleasing look. Moreover, this property offers close proximity to important landmarks such as close to school, close to hospital and close to market. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house, park, grocery shop, cctv surveillance, lift(s), maintenance staff, visitor parking, water softening plant, shopping centre and security guard.","['1 Water Purifier', 'Fan', '1 Fridge', '2 Geyser', '1 Stove', 'Light', '3 AC', '1 Modular Kitchen', '1 Chimney', '2 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine', 'No Bed', 'No Dining Table', 'No TV']","['Private Garden', 'Centrally Air Conditioned', 'Corner Property', 'Power Back-up', 'Vaastu Compliant', 'High Ceiling Height', 'False Ceiling Lighting', 'Piped-gas', 'Recently Renovated']","['Connectivity: 3.8 out of 5', 'Lifestyle: 3.7 out of 5', 'Safety: 3.7 out of 5', 'Green Area: 3.7 out of 5']",C90562514,28.4172674,76.9741858,Gurgaon,"20,718"
"3BHK  3Baths Flat/Apartment for Sale in Ramprastha The Edge Towers, Sector 37D, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-the-edge-towers-sector-37d-gurgaon-1650-sq-ft-r21-spid-D36474573,Ramprastha The Edge Towers,1.35 Crore,1650,Super Built-up area 1650(153.29 sq.m.)Carpet area: 1500 sqft (139.35 sq.m.)  sqft,3,3,3+ Balconies,Others,Sector 37D Gurgaon,2,North,0 to 1 Year Old,"['Dwarka Expressway', 'Euro International School', 'Narayana Junior College', 'The Esplanade Mall', 'Aboard Offices Complex', 'Yashroop Hospital', 'Holiday Inn Hotel', 'Gurugram Railway Station', 'Indira Gandhi International Airport']","3 bhk available for sale in ramprastha edge towers , call genuine buyers only
This is a meticulously designed 3 bhk resale apartment located in sector-37d, gurgaon. It is a freehold property. The flat is a spacious property and is ready to move in. Located in an integrated society of ramprastha the edge towers, it has 3 bathroom(s) and more than 3 balcony(s). This is a feng shui/vaastu compliant property and has vitrified flooring. It is a north-West facing property which offers a wonderful view of park/garden, main road, club and pool. It is a 0-1 year old property, located on the 2nd floor. Full power back up. It is a corner unit located in a gated society. The property offers specifications such as club house/community center, fitness centre/gym, intercom facility, lift(s), swimming pool, shopping centre, park, visitor parking, water storage and security/fire alarm. The apartment is approximately priced at rs. 7100000 and its per sq. Ft. Cost is rs. 4239. 1 covered parking is also available
 
 Additional details :

The society has dedicated security guards for every tower.
There is also a separate washroom for domestic help.
Full power backup is available.
Daily needs shopping could be done within the society premises to make the stay convinent.
The apartment has borings water supply.
Piped gas facility is available in the property.",[],[],"['Connectivity: 3.9 out of 5', 'Lifestyle: 3.8 out of 5', 'Safety: 3.8 out of 5', 'Green Area: 3.8 out of 5']",D36474573,28.4469811,76.9694183,Gurgaon,"6,363"
"3BHK  3Baths Flat/Apartment for Sale in Ireo Uptown, Sector 66, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1685-sq-ft-r21-spid-D48294473,Ireo Uptown,3.05 Crore,1685,Super Built-up area 1685(156.54 sq.m.)Built-up area: 1680 sqft (156.08 sq.m.)Carpet area: 1350 sqft (125.42 sq.m.)  sqft,3,3,3 Balconies,Servant Room,Sector 66 Gurgaon,7,South,5 to 10 Year Old,"['Sector 55-56 metro station', 'Hub 66', 'National Highway 248A', 'Shiksha Bharti Public School', 'Gurugram University', 'Kamal Hospital', 'Indira Gandhi International Airport', 'Bijwasan station', 'Landmark Cyber Park', 'DoubleTree by Hilton Gurugram', 'Appu Ghar', 'Golf Ground']","A 3 bedroom resale flat, located in sector-66, gurgaon, is available. It is a ready to move in semi-Furnished flat located in ireo uptown. Situated in a prominent locality, it is a 5-10 year old, which is in its prime condition. The flat is on the 14th floor of the building. Aesthetically designed, this property has 4 bathroom(s). The property also has more than 3balcony(s). The flat has a good view of the locality. The flat is a freehold property and has a super built-Up area of 1685 sq. Ft. The flat offers good security. The unit has 1 covered parking.
 
 
 
 
 
 Additional details :

Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', 'Light', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Vaastu Compliant', 'Centrally Air Conditioned', 'High Ceiling Height', 'Piped-gas']","['Connectivity: 4.2 out of 5', 'Lifestyle: 4 out of 5', 'Safety: 3.9 out of 5', 'Green Area: 3.6 out of 5']",D48294473,28.396577601281717,77.05865957928387,Gurgaon,"18,100"
"4BHK  4Baths Flat/Apartment for Sale in DLF New Town Heights 1, Sector 90, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-2727-sq-ft-r5-spid-D64172396,DLF New Town Heights 1,2.7 Crore,2727,Super Built-up area 2727(253.35 sq.m.)  sqft,4,4,3+ Balconies,Servant Room,Sector 90 Gurgaon,7,East,5 to 10 Year Old,"['Manish Gallexie 91', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Holiday Inn Gurugram', 'NH-8 IMT Manesar', 'Airport']","This 4 bhk flat is available for sale in dlf new town heights 1, one of the most prominent projects for residential apartments in sector-90 gurgaon, gurgaon. This property faces the north-West direction. The apartment occupies a super built up area of 2727 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and 4 balconies. This flat lies on the 7th level of a 27 storey apartment building. This is a ready to move project and the property is 5-10 year(s) old. The flat comes well built with wood flooring options. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, grocery shop, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking. This residential project ensures a 24*7 water supply for its residents.
 
 
 
 
 Additional details :

Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",[],"['Vaastu Compliant', 'Separate entry for servant room', 'Piped-gas']","['Construction: 3.6 out of 5', 'Amenities: 3.9 out of 5', 'Management: 3.8 out of 5', 'Connectivity: 3.6 out of 5', 'Green Area: 3.6 out of 5']",D64172396,28.407164299999998,76.9321888,Gurgaon,"7,700"
"3BHK  3Baths Flat/Apartment for Sale in Godrej Habitat, Sector 3, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-habitat-sector-3-gurgaon-2080-sq-ft-r13-spid-D67883404,Godrej Habitat,2.01 Crore,2080,Super Built-up area 2080(193.24 sq.m.)Built-up area: 2079 sqft (193.15 sq.m.)Carpet area: 2078 sqft (193.05 sq.m.)  sqft,3,3,3 Balconies,Servant Room,Sector 3 Gurgaon,15,East,0 to 1 Year Old,"['Sneh Hospital', 'Gems International School', 'Country Inn & Suites by Radisson', 'Dwarka Expressway', 'HUDA Mini Golf Course', 'National Highway 8', 'Star Mall', 'Appu Ghar Water Park', 'Huda City Centre Metro Station', 'ICFAI University', 'Indira Gandhi International Airport']",3bhk semi furnished appartment for sale in godrej habitat at very good price.4 ac and modular kitchen r also there,"['Light', '5 AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Vaastu Compliant', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'Piped-gas']","['Connectivity: 4.2 out of 5', 'Lifestyle: 3.9 out of 5', 'Safety: 3.9 out of 5', 'Green Area: 3.6 out of 5']",D67883404,28.48563978568371,77.01396236250967,Gurgaon,"9,672"
"3BHK  3Baths Flat/Apartment for Sale in BPTP Terra, Sector 37D, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-terra-sector-37d-gurgaon-1811-sq-ft-r9-spid-D70484330,BPTP Terra,2.2 Crore,1811,Super Built-up area 1811(168.25 sq.m.)Carpet area: 1100 sqft (102.19 sq.m.)  sqft,3,3,3+ Balconies,Servant Room,Sector 37D Gurgaon,12,North-East,1 to 5 Year Old,"['Euro International School', 'Dwarka Expressway', 'DPG Institute of Technology', 'SkyJumper Trampoline Park', 'Medanta -The Medicity', 'Holiday Inn Sector 90', 'DLF Corporate Greens', 'Golf Course Extension Road', 'Airia Mall', 'Indira Gandhi International Airport', 'Amma Hospital']","Situated in sector 37d gurgaon, bptp terra is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat occupies a super built up area of 1811 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. This flat lies on the 12th level of a 23 storey building. This is a ready to move project and the property is 1-5 years old.","['1 Geyser', '3 AC', '1 Chimney', '1 Wardrobe', 'No Bed', 'No Dining Table', 'No Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity: 3.9 out of 5', 'Lifestyle: 3.8 out of 5', 'Safety: 3.8 out of 5', 'Green Area: 3.8 out of 5']",D70484330,28.4526869,76.976075,Gurgaon,"20,000"
"4BHK  3Baths Flat/Apartment for Sale in BPTP Terra, Sector 37D, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bptp-terra-sector-37d-gurgaon-2191-sq-ft-r6-spid-D74966085,BPTP Terra,2.6 Crore,2191,Super Built-up area 2191(203.55 sq.m.)  sqft,4,3,3+ Balconies,Servant Room,Sector 37D Gurgaon,12,North-East,0 to 1 Year Old,"['Euro International School', 'Dwarka Expressway', 'DPG Institute of Technology', 'SkyJumper Trampoline Park', 'Medanta -The Medicity', 'Holiday Inn Sector 90', 'DLF Corporate Greens', 'Golf Course Extension Road', 'Airia Mall', 'Indira Gandhi International Airport', 'Amma Hospital']",We have exclusive deals in bptp terra and other projects. Call only serious buyer.,"['5 AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Vaastu Compliant', 'False Ceiling Lighting']","['Connectivity: 3.9 out of 5', 'Lifestyle: 3.8 out of 5', 'Safety: 3.8 out of 5', 'Green Area: 3.8 out of 5']",D74966085,28.4560277,76.9730867,Gurgaon,"11,866"
"2BHK  2Baths Flat/Apartment for Sale in Alpha Corp GurgaonOne 84, Sector 84, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-alpha-corp-gurgaonone-84-sector-84-gurgaon-1534-sq-ft-r1-spid-D81519927,Alpha Corp GurgaonOne 84,1.68 Crore,1534,Super Built-up area 1534(142.51 sq.m.)Built-up area: 1340 sqft (124.49 sq.m.)Carpet area: 1128 sqft (104.79 sq.m.)  sqft,2,2,2 Balconies,Servant Room,Sector 84 Gurgaon,11,North-East,1 to 5 Year Old,"['Genesis Hospital', 'Euro Int. School', 'Sapphire Mall 83', 'INXT City Centre', 'Hyatt Regency Gurugram', 'Garhi Harsaru Junction', 'DPG Institute of Technology & Management', 'Tau Devi Lal Athletic Stadium', 'Classic Golf & Country Club', 'IGI Airport']","Situated in sector 84 gurgaon, alpha corp gurgaonone 84 is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. The flat occupies a super built up area of 1534 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The property is located on the 11th floor of a 26 floors tall building. This 1-5 years old property is available for immediate possession as the project is ready to move. The wood flooring of this flat is beautifully designed and helps to give it a pleasing look. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house / community center, cctv surveillance, lift(s), security personnel, maintenance staff, visitor parking and park. An uninterrupted supply of clean water provides a hassle-Free experience for the residents.","['2 Wardrobe', 'Fan', '1 Exhaust Fan', '2 Geyser', 'Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity: 3.8 out of 5', 'Lifestyle: 3.7 out of 5', 'Safety: 3.7 out of 5', 'Green Area: 3.9 out of 5']",D81519927,28.405921799999998,76.96577249972222,Gurgaon,"14,893"
"3BHK  4Baths Flat/Apartment for Sale in Conscient Heritage Max, Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-r1-spid-D82807368,Conscient Heritage Max,3.2 Crore,2149,Super Built-up area 2149(199.65 sq.m.)  sqft,3,4,3+ Balconies,"Study Room,Servant Room",Sector 102 Gurgaon,11,South,5 to 10 Year Old,"['Basai Dhankot Railway Station', 'Delhi Public School', 'The Esplanade Mall', 'Aryan Hospital', 'Sgt University', 'Nehru Stadium', 'Holiday Inn Gurgaon Nh8', 'Appu Ghar Water Park', 'Hamoni Golf Course', 'Millennium City Centre Metro Station', 'World Tech Park', 'Indira Gandhi International Airport', 'Dwarka Expressway']","Conscient heritage max is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 102 gurgaon is your opportunity to be a part of this community. This is a south-Facing property. The flat is over 2149 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. The residential building has 25 floors in total and the flat for sale is located on the 11th floor. This 5-10 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. Many of the modern amenities being offered, like swimming pool, fitness centre / gym, club house / community center, park, grocery shop, cctv surveillance, lift(s), maintenance staff, visitor parking, security personnel, water softening plant and shopping centre, will provide a pleasant living experience for you. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.",[],"['Centrally Air Conditioned', 'Power Back-up', 'Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Separate entry for servant room']","['Construction: 4 out of 5', 'Amenities: 3.9 out of 5', 'Management: 4 out of 5', 'Connectivity: 4 out of 5', 'Green Area: 4 out of 5']",D82807368,28.4705205,76.9705447,Gurgaon,"14,890"
